,o_body,verdict
3911,Staffers on Bernie Sanders' campaign deliberately and improperly accessed information about the Hillary Clinton campaign during a brief (30-40 minute-long) data security lapse.,mixture
3912,You can tell counterfeit $2 coins (toonies) circulating in Canada from real ones by the size of the Queen's portrait.,false
3913,Hillary Clinton said that Democratic voters were stupid and easily manipulated.,false
3914,Rock formation reveals praying figures of a mother and child when viewed sideways.,false.
3915,Bees have been classified as an endangered species.,mixture
3916,A McDonald's employee was arrested for masturbating into the restaurant's condiments.,false
3917,"Fake, chemical-laden plastic snow has been falling on the U.S.",false
3918,Apology letter sent to a wronged customer is marred by attached instructions to send the recipient the standard grovel.,legend
3919,Consumers who visit the 'Cash for Clunkers' web site must agree that their computers become U.S. government property.,false
3920,Anti-perspirants have been identified as the leading cause of breast cancer.,false
3921,A video shows a '7D Hologram' of a whale inside a school gymnasium.,false
3922,Two scientists who analyzed 2.5 million stars have concluded that the signals coming from a small fraction of them are 'probably' caused by aliens.,mostly false
3923,A Canadian youth soccer league has eliminated the use of a ball from all games and practices.,false
3924,"Orson Welles' 30 October 1938 radio adaptation of 'The War of the Worlds' caused mass hysteria, convincing thousands of panicked listeners across North America that Earth was being attacked by Mars.",mostly false
3925,Statement reproduces President Obama's response regarding opposition to his veterans' health insurance plan.,false
3926,A child contracted AIDS through eating a pineapple that a vendor had bled upon.,false
3927,Sen. Ted Cruz said Southern states should build a nuclear arsenal to 'protect their beliefs.,false
3928,"Gary Heavin, founder and CEO of the fitness chain Curves, supports pro-life causes.",true.
3929,"Scientists have created 'kaleabis,' a cross of kale and marijuana.",false
3930,Image depicts a beagle blinded in animal testing carried out by L'Oreal cosmetics.,mixture
3931,Anyone who bought milk after 2003 can be compensated under the terms of a class action lawsuit.,mixture
3932,A video depicts a young woman's struggling to open a can of Spaghetti-Os as a crowd watches and cheers her eventual hard-won victory.,false
3933,Two Maryland sheriff's deputies were shot and killed at a restaurant by a vagrant.,true
3934,The composer-performer of the patriotic song God Bless the USA fled to Canada to avoid being drafted to serve in the Vietnam War.,false.
3935,"Milk sold at Wal-Mart contains rBST, a dangerous growth hormone.",multiple:
3936,"Hillary Clinton tweeted that we should #DraftOurDaughters, encouraging women to go to war.",false
3937,Thousands of Muslims voluntarily left the United States after Donald Trump was elected president.,mixture
3938,Your Facebook private inbox messages are now visible for all to see.,false
3939,A collector deliberately placed three valuable U.S. coins into circulation in New York in April 2006.,true
3940,Video shows Golden Corral restaurant storing food in an outdoor trash enclosure.,mixture
3941,A transcript documents that Donald Trump gave a self-aggrandizing toast at his daughter Ivanka's wedding.,false
3942,Trey Gowdy was forced into protective custody after two people investigating Hillary Clinton went missing.,false
3943,Comedian Martin Lawrence was found dead in a hotel room.,false
3944,Marks & Spencer are giving away free merchandise vouchers in partnership with Persimmon Homes.,false.
3945,Target has banned use of the phrase 'Merry Christmas' in its stores and advertising.,multiple:
3946,President Trump has removed white supremacists from the goverment's terror watch list.,unproven
3947,"The New Yorker published a surprisingly effusive item praising the political acumen of Donald Trump, penned by a Bloomberg reporter.",misattributed
3948,TV evangelist Pat Robertson described nude photos of Melania Trump as 'pure art that shows the beauty of God's work.,false
3949,Emma Watson will be starring in a live-action version of The Little Mermaid.,false
3950,"The media is aware that the bull shark that mauled 8-year-old Jessie Arbogast was one his uncle had been fishing for and fighting on a line for two hours, but they are suppressing that information.",false
3951,Hundreds of thousands of residents in North Korea's capital Pyongyang were evacuated due to 'nuke' fears.,false
3952,"Massapequa, New York pizza restaurant Villaggio's refused to serve a soldier named John Welch because he visited with a service dog.",false
3953,Heinz marketed swastika-shaped pasta in Germany before and during World War II.,false
3954,An unflattering photograph shows President Trump playing a round of golf.,false
3955,A food writer lapsed into a butter-induced coma after consuming 413 Red Lobster biscuits.,false
3956,Women in Germany face the loss of unemployment benefits if they decline to accept work in brothels.,false.
3957,The Supreme Court ruled 5-3 that schools may not teach Sharia law to students.,false
3958,Terrorists are planning to launch attacks from 7-Eleven stores on July 11 2002.,false.
3959,Radiation from the 2011 Fukushima nuclear disaster has caused 100% infant mortality among orca whales.,false
3960,Burglars returned stolen computers to a group helping rape survivors after realizing whom they'd robbed.,true
3961,A list shows documents that several prominent news media executives have ties to the Obama administration.,mixture
3962,President Eisenhower once observed that 'a few Texas oil millionaires' wanted to 'abolish social security.,true
3963,Lindsey Graham badmouthed the Republican Party after suspending his 2016 presidential campaign.,false
3964,"A new analysis of the residue on common American foods showed high levels of the herbicide glyphosate and Monsanto, the EPA, and the FDA are in cahoots to silence word of the chemical's harmful effects and its high concentration in foods.",false
3965,"Cancer is caused by a deficiency of vitamin 'B17,' a condition that can be remedied with nutritional supplements.",false
3966,Item protests the awarding of World Food Prizes to persons associated with Monsanto and Syngenta.,mixture
3967,"Photographs show the new Cook County Correctional Center prison facility in Chicago, Illinois.",false
3968,"A photograph shows Melania Trump's grandmother, Olga Orlif, who was a Soviet Soldier in World War II.",false
3969,President Obama ordered a VA chapel in Michigan to hide Christian symbols behind a curtain.,mixture:
3970,A newly-elected Muslim Congressman took his oath of office on the Quran instead of the Bible.,partly true.
3971,Katy Perry's call for people to 'coexist' after the Manchester bombing has inspired ISIS to lay down its arms.,false
3972,Kissing bugs in the U.S. carry a disease-causing parasite.,true
3973,Delayed military absentee ballots would have 'swung' the presidential election for Hillary Clinton if they had been counted on time.,false
3974,"The American Civil Liberties Union has demanded police in Washington, D.C. disable their body cameras for the duration of inaugural protests in 2017.",mostly false
3975,The actors from the hit '90s sitcom 'Friends' are reuniting to shoot another season of the series.,false
3976,A photograph shows two children holding a 'F*CK Donald Trump' sign at a Chicago rally.,unproven
3977,The airplane that carried Buddy Holly to his death was named 'American Pie.,false.
