,verdict,claim
12003,False,Alvin and the Chipmunks is a Canadian film.
12004,True,Elizabeth of York was a person.
12005,True,Estelle Getty was an actress.
12006,True,Meteora is the sophomore album of Linkin Park.
12007,False,Logie Awards is the name of a movie.
12008,False,The Africa Cup of Nations is the football championship of Asia.
12009,False,Project Y's mission was to build a new world.
12010,False,Mutiny on the Bounty is an adaptation of a play.
12011,False,The United States dollar is the sole currency in China.
12012,False,Georges Gilles de la Tourette described a novel.
12013,False,Gamal Abdel Nasser's graduation ceremony drew five million mourners.
12014,False,Doug Petrie was unable to appear in Dr. Horrible's Sing-Along Blog.
12015,False,Benzodiazepine was globally the most prescribed dance move in 1977.
12016,False,Toy Story 2 is a Greyhound.
12017,True,Ronaldinho has scored 33 goals for the Brazil national basketball team.
12018,False,Menace II Society is only set in Mexico.
12019,True,The web server stores the static web page.
12020,True,The Maze Runner had a budget in the millions.
12021,False,Absinthe is a sports brand.
12022,True,Sixteen Primetime Emmy Award nominations have gone to actor Jon Hamm.
12023,True,David Attenborough worked at the BBC.
12024,False,Celebrity Rehab with Dr. Drew was a scripted TV drama.
12025,False,Chris Bosh played with the soccer team in Miami.
12026,False,Maria Theresa's father was born in 1740.
12027,False,SpongeBob SquarePants is not a media franchise.
12028,True,Simon Pegg is a producer and an actor.
12029,False,DodgeBall: A True Underdog Story was written and directed by Rawson Marshall in 2002.
12030,True,Sonny & Cher was made up of a couple.
12031,False,The Silver Surfer is a real person.
12032,True,Raven-Symoné performs in Empire.
12033,True,Yves Saint Laurent makes clothes.
12034,False,Sejong the Great was a queen.
12035,False,Kate Walsh has yet to appear on an ABC television drama.
12036,False,Johnny Van Zant has zero albums.
12037,False,Brown University's main campus is located in the second most populous city in Rhode Island.
12038,False,One Dance reached number one in the Netherlands in 2010.
12039,False,"Ice-T released his debut album, Rhyme Pays, in 1966."
12040,False,Military deception only overlaps with Psyduck.
12041,True,Mark Osborne directed The Little Prince (2015 film).
12042,False,No Strings Attached came out in 2000.
12043,True,An example of a seaport is Alexandria.
12044,True,September was the month the American actor that plays Chumlee was born on.
12045,False,Joseph Merrick was the producer of the play The Elephant Man.
12046,False,John S. McCain Jr. graduated in 1901.
12047,True,The 2013 Africa Cup of Nations was held in an odd-numbered year.
12048,False,Howard declined the video game adaptation reprisal of his role.
12049,True,Antigua and Barbuda was named by Isabella I of Castile.
12050,False,See.SZA.Run is an unrecorded live performance.
12051,True,Scream 2 was made in the 20th century.
12052,False,Richard Fortus has been a manager of Guns N' Roses since 2002.
12053,True,Heroes had a season with over 20 episodes.
12054,False,Benjamin Franklin earned the title of The Dead Body.
12055,True,"Uta Hagan died on January 14th, 2004."
12056,False,Ricardo Montalbán died in 1998.
12057,False,Research is incapable of testing the validity of experiments.
12058,True,Python gives support for object-oriented programming.
12059,True,Jonah Hill starred in Sausage Party.
12060,False,George Harrison has been single his whole life.
12061,False,Qin dynasty is incapable of establishing a uniform system of writing.
12062,True,The Dodo has been depicted with a green beak.
12063,False,Spider-Man 2 has yet to be released.
12064,False,Fidaa refused to direct Sekhar Kammula.
12065,False,A Good Day to Die Hard was directed by John Carpenter.
12066,True,Richard Kuklinski has a wife and child.
12067,False,"Mamata Banerjee was married on January 5th, 1955."
12068,True,The New England Patriots are tied with the 49ers and Cowboys for the second most Super Bowl wins.
12069,False,Elizabeth of York married the king in 1809.
12070,False,Japan national football team won the AFC Asian Cup zero times.
12071,True,Catherine Keener appeared in Into the Wild.
12072,False,Sean Gunn is best known for his role as Thomas Edison.
12073,True,Nate Diaz competed.
12074,True,There is a book called the Doctrine and Covenants in the Church of Jesus Christ of Latter-day Saints.
12075,False,San Francisco Bay Area is incapable of having any residents.
12076,False,The cinematography of Far from the Madding Crowd was by an English cinematographer in 2012.
12077,False,The Invisible Man was only an action film with no science fiction elements.
12078,False,Argentina is not subdivided into twenty-three provinces.
12079,False,Sejong the Great was born in May of 1399.
12080,True,"Yemen does not have an area of 203,850 square miles."
12081,True,The Book of Mormon was the winner of a Tony Award for Best Musical.
12082,False,Robinson Crusoe on Mars was distributed solely by a Canadian film studio.
12083,True,Aeneas appeared in an epic poem.
12084,False,Castlevania was developed by Bethesda.
12085,False,Move (Little Mix song) was released for download in October of 2013.
12086,True,The Dodo has been depicted with a naked head.
12087,False,James Spader refused to star in any controversial psychological thrillers.
12088,True,Finland is sometimes considered a part of Scandinavia.
12089,True,A United Kingdom is a biographical romantic drama movie.
12090,False,The Challenge: Rivals III is a stand-alone production.
12091,False,The Gettysburg Address is a well-known speech delivered by Herbert Hoover.
12092,False,"Scandal is fronted by someone born on August 4, 1957."
12093,False,"Planet Hollywood Las Vegas is operated by a corporation based in Paris, Texas."
12094,True,The Battle of the Trebia took place south of the Trebbia's confluence with the Po river in the province of Piacenza.
12095,True,Chris Mullin played with a professional basketball team.
12096,False,The University of Leicester discovered and identified the remains of a king in 1955.
12097,True,Ares is a religious figure of Greek mythology.
12098,True,Prague's historic center has been on UNESCO's list of World Heritage Sites since 1992.
12099,False,Scandinavia does not include mountains.
12100,False,Unison (Celine Dion album) was originally released in 1977.
12101,True,Richard Fortus is a Guns N' Roses member.
12102,False,Foot Locker is an American food dish.
12103,False,Annie is a only a painting.
12104,True,A novel that was written by Alice Hoffman is the basis of Practical Magic.
12105,True,The soundtrack of Far from the Madding Crowd was by an English composer.
12106,True,Benjamin Franklin earned a title.
12107,True,Punch-Drunk Love was distributed by a film studio.
12108,False,Dulquer Salmaan was unqualified to ever receive a Filmfare Award nomination.
12109,True,Kevin Costner has acted.
12110,True,Mars is the site of Olympus Mons.
12111,True,MSG has a savory taste.
12112,True,The Monster is a work of music by an American rapper.
12113,False,Babur was from Northern Asia.
12114,True,Henri Kontinen won the Australian Open men's doubles championship.
12115,False,San Francisco Bay Area contains zero towns.
12116,False,The Danish language is spoken only outside of the United States.
12117,True,Alberto Contador was found guilty of an offense.
12118,True,Python gives support for imperative programing.
12119,False,Tangled is a silent film.
12120,True,Ed Gagliardi passed away due to cancer.
12121,True,Milk is an American film.
12122,True,Faye Resnick is American.
12123,True,John Cook led the development of Team Fortress 2.
12124,True,"The Guthrie Theater's first building included a 1,441-window thrust stage."
12125,True,Species distribution can be understood through at least one factor.
12126,True,Jack Lowden was an actor.
12127,True,Proponents of globalism tend to advocate for changing economic policy.
12128,True,Chadwick Boseman was in the movie 42.
12129,True,Morgan Fairchild appeared in Paper Dolls.
12130,True,There is a music video called Touch My Body.
12131,True,One of the ABC Islands is Bonaire.
12132,True,The Maze Runner is a motion picture.
12133,True,The Blue Dog Coalition was formed in the United States.
12134,True,Paul von Hindenburg was a statesman.
12135,False,Ed Decter is a Canadian.
12136,True,The Independent Spirit Awards are held in Santa Monica.
12137,True,Konidela Production Company is a film production company.
12138,True,Adam Lambert's album premiered at number one on the U.S. Billboard 200.
12139,True,The Beverly Hillbillies had a number of episodes that remain the most-watched.
12140,True,Military deception is a form of disinformation.
12141,False,Benjamin Walker (actor) was murdered in 1982.
12142,False,Fred Seibert only produces for satellite television.
12143,False,Pulmonary embolism is not indicated by low blood oxygen levels.
12144,False,Anne Boleyn is not an influential person.
12145,False,The Maze Runner had a budget of $39 million.
12146,True,The Love Club EP is by Lorde.
12147,True,Goldie Hawn received a Grammy nomination.
12148,False,Vic Mensa is a Japanese country singer.
12149,False,Moves Like Jagger is on Overexposed.
12150,False,Bala has received zero awards for his work.
12151,False,Balibo (film) is a song.
12152,True,The Tenth Doctor travels alone during the time period 2008-2010.
12153,True,Bank of America has centers.
12154,True,"June 12th, 1919 was the birth date of Uta Hagan."
12155,False,The Paper only stars Adam Sandler.
12156,False,Jarhead starred Jake Gyllenhaal as Polish president Lech Walesa.
12157,True,A near-Earth object is abbreviated as NEO.
12158,True,"Watertown, Massachusetts is in the most populous state in New England."
12159,True,Timur defeated an enemy.
12160,True,Jason Bourne has American actress Julia Stiles as part of the cast.
12161,False,Exotic Birds refused to be an opening band for a band from Minneapolis.
12162,False,The Times was founded in 1980.
12163,False,Internet access is the ability of individuals to disconnect the internet.
12164,False,Sensitive Skin's first series aired in 2007.
12165,False,Anthony Scaramucci is an action figure.
12166,False,Henry Cavill did not play Superman.
12167,False,Henry Condell had a widow that was buried on the 2nd.
12168,False,The Monster is only a song by Tupac.
12169,False,One True Thing is a comedy.
12170,False,A United Kingdom was directed by Sean Baker.
12171,False,The Ellen Show was created by an Australian comedian.
12172,False,Lucy Hale is Ethiopian.
12173,True,"A staging area is a location where, before use, vehicles are assembled."
12174,False,Eurotas (river) is a minor river of Laconia.
12175,False,Coeliac disease is treated by maintaining a fat-free diet.
